call_key,call_id,customer_key,campaign_key,bot_key,call_start_time,date_key,attempt_number,connection_status,days_past_due_at_call,dpd_bucket_at_call,outstanding_amount_at_call,risk_segment_at_call,fallback_flag,confidence_score,sentiment,sentiment_score,escalation_flag,call_duration_seconds,call_end_time,task_started_flag,task_completed_flag,resolution_flag,containment_flag,ptp_flag,ptp_amount,payment_status,payment_amount,hangup_reason,call_status,intent_key,identity_verified_flag
6789,763e8ae0-c772-4171-8b1d-025986258b98,757,1,6,2026-03-19 10:38:29,20260319,1,Connected,68.0,61-90,73253.78510393569,High,1,0.4060257687163123,Neutral,-0.2789771822355785,1,37,2026-03-19 10:39:06,1,1,0,0,1,70988.93,Success,70988.93,Transferred to Agent,Failed,18.0,1
7304,9e961455-5f76-416e-9d5c-274e437e5970,757,2,1,2026-02-18 19:20:55,20260218,1,Connected,0.0,0,0.0,Low,1,0.7451591716257522,Neutral,0.1050511784756457,0,37,2026-02-18 19:21:32,1,1,1,1,1,1.0,Success,1.0,Customer Hung Up,Completed,16.0,1
6729,74af22b3-fca4-4cf4-bb59-5094099ef638,757,2,3,2026-06-28 17:51:41,20260628,2,Connected,30.0,1-30,55129.57128887544,Low,1,0.7461931763422996,Neutral,-0.068297824405017,1,53,2026-06-28 17:52:34,1,0,1,0,0,,,,Transferred to Agent,Completed,8.0,1
6844,ca0f3a41-2ae3-4186-ba8e-2f672237686a,757,3,1,2026-01-21 10:10:33,20260121,1,Connected,102.0,90+,36729.26167406271,High,1,0.5643172166056978,Negative,-0.3241139338027988,0,33,2026-01-21 10:11:06,1,1,1,1,0,,,,Customer Hung Up,Completed,13.0,1
7262,37c8ca9e-a85f-4725-9f36-260e084b8347,757,4,6,2026-03-25 12:12:17,20260325,1,No Answer,81.0,61-90,24652.458578257272,High,0,,,,0,1,2026-03-25 12:12:18,0,0,0,0,0,,,,Network Drop,Failed,,0
632,367f9378-0a81-471b-a5c7-1d9aad6bae18,758,2,5,2026-06-10 11:53:17,20260610,1,No Answer,0.0,0,0.0,Low,0,,,,0,12,2026-06-10 11:53:29,0,0,0,0,0,,,,Network Drop,Failed,,0
6782,61df126e-306c-49b7-83df-3d42ce7fbd8b,758,4,1,2026-06-15 10:35:31,20260615,1,Connected,96.0,90+,43652.44161981778,High,1,0.1660520760407663,Negative,-0.5710190320528409,1,60,2026-06-15 10:36:31,1,0,0,0,0,,,,Transferred to Agent,Failed,3.0,1
2720,909da632-2441-4c36-bf9c-07b038172445,758,5,6,2026-03-23 18:15:47,20260323,1,Connected,0.0,0,0.0,Low,1,0.7601840301588741,Positive,0.4514803250963557,0,50,2026-03-23 18:16:37,1,0,0,0,0,,,,System Error,Failed,9.0,1
7805,052cd75d-a162-4595-be87-1cf526e74262,758,6,5,2026-01-27 13:36:06,20260127,1,Connected,50.0,31-60,88690.06289230828,Medium,1,0.6694123189730106,Neutral,0.2524123389845826,0,59,2026-01-27 13:37:05,1,1,1,1,0,,,,Customer Hung Up,Completed,1.0,1
6991,39fd2bd6-d288-4258-a27c-e9366d0e2778,759,1,3,2026-02-14 16:30:58,20260214,1,No Answer,0.0,0,0.0,Low,0,,,,0,8,2026-02-14 16:31:06,0,0,0,0,0,,,,Network Drop,Failed,,0
9511,6255d525-b159-4d3b-8249-272decd470ef,759,3,3,2026-06-12 15:45:31,20260612,1,Connected,0.0,0,0.0,Low,0,0.9052868505759384,Positive,0.7152239392175139,0,11,2026-06-12 15:45:42,1,1,1,1,0,,,,Customer Hung Up,Completed,1.0,1
1950,a37123c2-79b0-445d-89ab-b67f865e4745,759,4,3,2026-04-17 15:26:37,20260417,1,Connected,47.0,31-60,60194.5972619039,Medium,0,0.7681351672793617,Neutral,0.2084336247100514,0,32,2026-04-17 15:27:09,1,1,0,1,0,,,,System Error,Failed,19.0,1
9129,993ed721-8cb7-48b8-aedc-54d227498675,759,6,3,2026-01-19 19:56:38,20260119,1,Connected,18.0,1-30,34375.84259979885,Low,0,0.7716277336873865,Positive,0.4322398015488362,0,41,2026-01-19 19:57:19,1,1,1,1,0,,,,Customer Hung Up,Completed,13.0,1
2005,79203fb3-d439-4ad4-8cc9-ed5e126fc320,759,6,3,2026-02-10 08:06:11,20260210,2,Connected,6.0,1-30,64939.10477022684,Low,1,0.6099829488793849,Neutral,-0.2596741706086306,1,31,2026-02-10 08:06:42,1,1,0,0,0,,,,Transferred to Agent,Failed,3.0,1
7323,b9de67b7-5539-47bd-8e7d-8b372b99a5b5,759,7,3,2026-01-19 15:54:42,20260119,1,Connected,0.0,0,0.0,Low,1,0.8490488846654648,Neutral,-0.1257094728119278,0,33,2026-01-19 15:55:15,1,1,1,1,0,,,,Customer Hung Up,Completed,15.0,1
5965,eac3872a-efe1-4eb4-989d-513db3a6b39b,759,7,1,2026-02-14 17:34:49,20260214,2,No Answer,0.0,0,0.0,Low,0,,,,0,0,2026-02-14 17:34:49,0,0,0,0,0,,,,Network Drop,Failed,,0
5559,d61879fb-962a-4734-ab42-2c49ede351c3,760,4,3,2026-02-21 11:42:20,20260221,1,Connected,0.0,0,0.0,Low,1,0.8888354734022806,Positive,0.4699453644958302,0,73,2026-02-21 11:43:33,1,0,0,0,0,,,,System Error,Failed,10.0,1
1637,ad48c1dd-21bc-42d2-87e2-96b1abe453aa,760,5,5,2026-03-28 09:20:14,20260328,1,Connected,0.0,0,0.0,Low,0,0.8897832850058089,Neutral,-0.0369349301673245,0,14,2026-03-28 09:20:28,1,0,0,0,0,,,,System Error,Failed,5.0,1
9707,c628905a-efc2-4c7e-a648-ee7a4a60b9c2,760,7,4,2026-01-26 11:32:57,20260126,1,Connected,0.0,0,0.0,Low,0,0.8934030627078703,Positive,0.3162059419642514,0,57,2026-01-26 11:33:54,1,1,1,1,0,,,,Customer Hung Up,Completed,18.0,1
9672,ab04fc3d-fdca-40a8-915b-4472486e9351,761,1,5,2026-04-05 15:51:20,20260405,1,Connected,0.0,0,0.0,Low,1,0.4290153733953031,Neutral,-0.121073558710897,1,79,2026-04-05 15:52:39,1,0,0,0,0,,,,Transferred to Agent,Failed,3.0,1
3548,c5fe0294-e6ae-41db-8189-7257a7a511dc,761,1,5,2026-05-28 15:36:53,20260528,2,Connected,74.0,61-90,58672.73398074396,High,1,0.2748543763695991,Negative,-0.3957166958443142,1,79,2026-05-28 15:38:12,1,0,0,0,0,,,,Transferred to Agent,Failed,14.0,1
3936,170655a7-e169-45d5-8d78-1bc82afad503,761,4,5,2026-02-14 14:54:15,20260214,1,Connected,118.0,90+,40403.42895220981,High,1,0.2528375044355914,Negative,-0.6263185692526301,1,98,2026-02-14 14:55:53,1,0,0,0,0,,,,Transferred to Agent,Failed,6.0,1
574,002e4335-b646-47b4-997d-8a69073a8bd6,761,4,3,2026-04-03 10:54:40,20260403,2,No Answer,64.0,61-90,66991.09800758975,High,0,,,,0,0,2026-04-03 10:54:40,0,0,0,0,0,,,,Network Drop,Failed,,0
6643,ca9b06fa-f231-44b1-a84d-ca29409bd5bb,762,1,5,2026-01-12 08:31:56,20260112,1,Failed,0.0,0,0.0,Low,0,,,,0,1,2026-01-12 08:31:57,0,0,0,0,0,,,,Network Drop,Failed,,0
5485,72dcd291-accb-41ee-b16c-5cc564dcf3d1,762,1,6,2026-05-05 14:02:20,20260505,2,Connected,0.0,0,0.0,Low,1,0.4903643235275746,Neutral,0.1791900774427519,0,36,2026-05-05 14:02:56,1,1,1,1,1,1.0,Success,1.0,Customer Hung Up,Completed,18.0,1
7601,c2568e9d-2cc3-44b6-a652-0be0bcbbab9c,762,3,5,2026-01-25 14:35:55,20260125,1,Connected,0.0,0,0.0,Low,1,0.5926550942417079,Neutral,-0.0138686799333489,0,94,2026-01-25 14:37:29,1,1,1,1,0,,,,Customer Hung Up,Completed,14.0,1
2094,c4442292-121d-49d4-b18b-fc36c1814237,762,4,6,2026-01-30 08:44:36,20260130,1,No Answer,0.0,0,0.0,Low,0,,,,0,5,2026-01-30 08:44:41,0,0,0,0,0,,,,Network Drop,Failed,,0
5760,d0891d8f-6ed6-456b-b52d-b489e06b971f,762,4,1,2026-03-27 13:00:35,20260327,2,No Answer,52.0,31-60,74811.92296730912,Medium,0,,,,0,4,2026-03-27 13:00:39,0,0,0,0,0,,,,Network Drop,Failed,,0
2937,7c5cdf58-62f0-4fdc-b518-3f0489da184d,762,5,2,2026-05-06 10:10:40,20260506,1,Connected,0.0,0,0.0,Low,1,0.4466710453022443,Neutral,0.2742435297541177,0,18,2026-05-06 10:10:58,1,1,1,1,0,,,,Customer Hung Up,Completed,14.0,1
1723,aa9c6d31-4aac-4b9f-a389-d55a1f0d9caf,763,1,2,2026-01-17 17:38:11,20260117,1,No Answer,0.0,0,0.0,Low,0,,,,0,9,2026-01-17 17:38:20,0,0,0,0,0,,,,Network Drop,Failed,,0
6525,55edd5c2-4c93-4553-ba80-02745f335a5c,763,1,3,2026-01-18 12:43:02,20260118,2,Connected,82.0,61-90,40124.38210748945,High,1,0.749135559702072,Positive,0.3862184248696665,0,20,2026-01-18 12:43:22,1,1,1,1,1,7417.83,Failed,,Customer Hung Up,Completed,19.0,1
1892,8ed0ceda-00f4-496b-913e-293f7d222355,763,3,6,2026-01-23 10:09:45,20260123,1,No Answer,0.0,0,0.0,Low,0,,,,0,9,2026-01-23 10:09:54,0,0,0,0,0,,,,Network Drop,Failed,,0
1210,b3cee255-491c-479f-9fd1-3d3e8ed21e5a,764,2,4,2026-01-01 08:39:14,20260101,1,Connected,61.0,61-90,54928.06596821324,High,1,0.68803846100505,Neutral,0.1613964059480038,1,51,2026-01-01 08:40:05,1,0,1,0,1,32941.2,Failed,,Transferred to Agent,Completed,4.0,1
102,2f80827c-9dc7-4149-8a05-d0a385f496c0,764,3,3,2026-06-18 08:46:56,20260618,1,Voicemail,0.0,0,0.0,Low,0,,,,0,8,2026-06-18 08:47:04,0,0,0,0,0,,,,Voicemail,Failed,,0
4774,88da2e4a-ce29-4bf8-8dd5-3d9a5a08f732,764,4,6,2026-03-19 15:31:27,20260319,1,Connected,0.0,0,0.0,Low,0,0.7620903477957757,Neutral,-0.0518745039581886,0,48,2026-03-19 15:32:15,1,1,1,1,0,,,,Customer Hung Up,Completed,8.0,1
8160,77fee2ce-b5fc-4593-8941-ce470e61e71c,764,5,6,2026-04-04 18:38:41,20260404,1,No Answer,39.0,31-60,56373.05765068092,Medium,0,,,,0,13,2026-04-04 18:38:54,0,0,0,0,0,,,,Network Drop,Failed,,0
4248,11e8bcc8-7b8f-42b5-8c2d-c40171317e68,764,5,3,2026-05-05 19:11:07,20260505,2,Connected,0.0,0,0.0,Low,1,0.8952155807252296,Positive,0.315137370460245,0,43,2026-05-05 19:11:50,1,0,0,0,0,,,,System Error,Failed,9.0,1
2030,82ff99d4-9bc9-4057-a2bd-e1d26f814cd4,764,7,2,2026-02-03 09:05:52,20260203,1,Connected,0.0,0,0.0,Low,0,0.7320641295910677,Neutral,0.2666038956471812,0,31,2026-02-03 09:06:23,1,1,1,1,0,,,,Customer Hung Up,Completed,16.0,1
7798,5850eb37-688b-47cd-9864-bfbd23e7b882,765,4,4,2026-03-28 08:55:03,20260328,1,Connected,0.0,0,0.0,Low,0,0.9388520036756514,Positive,0.698463786599416,0,48,2026-03-28 08:55:51,1,1,1,1,0,,,,Customer Hung Up,Completed,13.0,1
8533,75bbd421-45fe-40da-8d58-1b271e4e69cd,765,4,6,2026-05-10 14:45:32,20260510,2,Voicemail,0.0,0,0.0,Low,0,,,,0,0,2026-05-10 14:45:32,0,0,0,0,0,,,,Voicemail,Failed,,0
2087,71e52425-299b-46ba-8e8d-ace310c232cb,765,6,5,2026-01-21 12:24:56,20260121,1,Connected,7.0,1-30,2116.102498871187,Low,0,0.3100069267601764,Negative,-0.305482192719928,0,35,2026-01-21 12:25:31,1,1,1,1,0,,,,Customer Hung Up,Completed,15.0,1
6357,28b58cbe-4919-4999-bf4e-1e830659007c,766,2,6,2026-03-29 14:13:06,20260329,1,Connected,36.0,31-60,55771.72483608487,Medium,1,0.5707676676485238,Neutral,0.0370922015162465,1,52,2026-03-29 14:13:58,1,1,0,0,0,,,,Transferred to Agent,Failed,8.0,1
7127,d9737e07-e318-44df-85b4-027944a28ea0,766,3,1,2026-01-11 18:55:13,20260111,1,Connected,23.0,1-30,16298.729574765966,Low,1,0.3045362341614342,Negative,-0.4984248940643485,1,97,2026-01-11 18:56:50,1,0,0,0,0,,,,Transferred to Agent,Failed,17.0,1
7193,d2b1d27f-4fa9-4e74-a363-69a2ecf6cbbb,766,4,1,2026-03-19 14:47:16,20260319,1,Connected,77.0,61-90,75415.62360741197,High,1,0.444775165327508,Negative,-0.3335404624222844,1,31,2026-03-19 14:47:47,1,0,0,0,0,,,,Transferred to Agent,Failed,2.0,1
9719,850f96df-21c0-47f9-9b30-da83cde49e04,766,5,2,2026-04-29 08:03:50,20260429,1,Connected,0.0,0,0.0,Low,1,0.848678846876256,Neutral,0.1870735420383521,0,66,2026-04-29 08:04:56,1,1,1,1,0,,,,Customer Hung Up,Completed,13.0,1
10,183c3dd5-80e5-428e-921d-cd922aedf952,767,1,6,2026-05-06 08:02:49,20260506,1,Connected,0.0,0,0.0,Low,0,0.6198230655335232,Neutral,-0.1721566000784962,0,35,2026-05-06 08:03:24,1,1,1,1,1,1.0,Success,1.0,Customer Hung Up,Completed,18.0,1
3748,81bb21e1-66ef-4635-8f0f-2a5f5914f776,767,6,4,2026-04-10 12:53:23,20260410,1,No Answer,82.0,61-90,27697.917435868127,High,0,,,,0,12,2026-04-10 12:53:35,0,0,0,0,0,,,,Network Drop,Failed,,0
7695,9b248f55-770d-4a13-8c6e-d7ebcaaee79e,768,1,2,2026-03-17 16:13:37,20260317,1,Connected,0.0,0,0.0,Low,1,0.5629978823979442,Positive,0.4018800711765626,0,17,2026-03-17 16:13:54,1,1,1,1,0,,,,Customer Hung Up,Completed,18.0,1
9147,b04da1d5-db63-4a46-beac-c8fe5b373327,768,5,6,2026-06-28 08:24:18,20260628,1,Connected,0.0,0,0.0,Low,1,0.6776277702809175,Neutral,-0.0188864231467881,0,30,2026-06-28 08:24:48,1,1,0,1,0,,,,System Error,Failed,2.0,1
1371,1a42169c-de5b-468b-86d1-1bc76ec39a16,768,6,6,2026-02-07 11:53:20,20260207,1,Connected,8.0,1-30,47864.9977105934,Low,1,0.6906083319219907,Positive,0.3506729707604676,0,20,2026-02-07 11:53:40,1,1,1,1,0,,,,Customer Hung Up,Completed,18.0,1
381,11018bc0-00f1-4d1b-905e-4c8674fbc081,768,7,3,2026-02-18 16:40:31,20260218,1,Connected,64.0,61-90,42366.02086541928,High,1,0.462445859221692,Neutral,-0.1756516885209375,1,46,2026-02-18 16:41:17,1,0,0,0,0,,,,Transferred to Agent,Failed,15.0,1
4069,30eddb6c-5819-4b8c-a38d-b5219ec3ff73,769,1,2,2026-04-02 11:00:45,20260402,1,Connected,81.0,61-90,34955.98639799068,High,1,0.7792812981945555,Neutral,0.0265365775565817,1,25,2026-04-02 11:01:10,1,0,0,0,0,,,,Transferred to Agent,Failed,1.0,1
2061,e963d29c-0760-4639-8ec7-abb440f41b47,769,7,6,2026-04-04 11:47:02,20260404,1,No Answer,0.0,0,0.0,Low,0,,,,0,6,2026-04-04 11:47:08,0,0,0,0,0,,,,Network Drop,Failed,,0
8540,3a2b2f43-5c5b-4a26-8c1d-02e93f6caf0c,770,3,5,2026-06-26 15:05:46,20260626,1,Connected,88.0,61-90,46790.46625420768,High,1,0.3837944299734218,Negative,-0.3477320020097003,1,65,2026-06-26 15:06:51,1,0,1,0,0,,,,Transferred to Agent,Completed,18.0,1
2023,0604da01-431d-49ba-8826-0cf32fbb541a,770,4,2,2026-05-16 19:05:17,20260516,1,Connected,5.0,1-30,40046.122850471904,Low,1,0.8291450569202563,Neutral,0.2980957745960427,0,84,2026-05-16 19:06:41,1,0,0,0,0,,,,System Error,Failed,10.0,1
8607,eed0464b-6b16-46d0-ad4b-28481aa2d45b,770,5,6,2026-04-24 15:16:27,20260424,1,Connected,0.0,0,0.0,Low,1,0.7409681917268243,Neutral,0.03156955518996,1,71,2026-04-24 15:17:38,1,1,0,0,0,,,,Transferred to Agent,Failed,8.0,1
2120,c25b291f-4c80-40e2-97e4-a0c0af5afe30,770,6,5,2026-01-01 12:06:09,20260101,1,Connected,0.0,0,0.0,Low,0,0.7334351483308882,Positive,0.6561718139109423,0,16,2026-01-01 12:06:25,1,1,1,1,0,,,,Customer Hung Up,Completed,7.0,1
148,5754403a-2e02-458b-bf65-a10373e69732,771,4,1,2026-01-25 09:56:30,20260125,1,No Answer,104.0,90+,45111.61135369163,High,0,,,,0,10,2026-01-25 09:56:40,0,0,0,0,0,,,,Network Drop,Failed,,0
227,ec616169-0b87-42df-aea8-1f7d357b5f5d,771,4,5,2026-06-20 16:44:24,20260620,2,No Answer,0.0,0,0.0,Low,0,,,,0,6,2026-06-20 16:44:30,0,0,0,0,0,,,,Network Drop,Failed,,0
7836,5e7c4d75-b36b-4ebf-858b-5d2ff5fe35b4,771,5,3,2026-05-10 16:21:05,20260510,1,Connected,98.0,90+,53883.90666958556,High,1,0.5039566734921027,Neutral,-0.1399124289890513,1,12,2026-05-10 16:21:17,1,0,0,0,0,,,,Transferred to Agent,Failed,2.0,1
347,9795a43c-43b4-4196-9939-2e6eec271b7f,771,6,2,2026-01-13 09:13:13,20260113,1,Connected,0.0,0,0.0,Low,0,0.4902441316340075,Neutral,-0.2162025355115543,0,47,2026-01-13 09:14:00,1,1,1,1,0,,,,Customer Hung Up,Completed,17.0,1
8000,2d57c7f7-c590-4d2f-976d-95bbbe87409c,771,6,6,2026-02-05 08:44:34,20260205,2,Connected,0.0,0,0.0,Low,1,0.7541841845364651,Neutral,0.2131757778409583,0,47,2026-02-05 08:45:21,1,1,1,1,0,,,,Customer Hung Up,Completed,19.0,1
5428,52929d83-84f7-4347-9b9b-1ed36567a2bc,772,2,3,2026-02-10 11:54:01,20260210,1,Connected,91.0,90+,27199.637814329373,High,1,0.5945584514273826,Neutral,-0.2000133511459876,1,59,2026-02-10 11:55:00,1,0,0,0,0,,,,Transferred to Agent,Failed,8.0,1
9218,e7b1f7be-0f78-46a2-9b0b-72e1a6acb1db,772,3,2,2026-04-04 09:11:03,20260404,1,Connected,0.0,0,0.0,Low,1,0.7487654987699809,Neutral,0.1217818018989618,0,50,2026-04-04 09:11:53,1,1,1,1,0,,,,Customer Hung Up,Completed,19.0,1
5315,1ff5dabf-b812-481c-98f5-010351afcf24,772,3,3,2026-04-19 18:31:03,20260419,2,Connected,0.0,0,0.0,Low,1,0.8831514441568316,Neutral,0.0459151051254685,0,29,2026-04-19 18:31:32,1,0,0,0,0,,,,System Error,Failed,18.0,1
4503,6e755ae2-afd9-451b-833a-c5ad9db0e993,772,3,3,2026-05-11 13:35:09,20260511,3,No Answer,34.0,31-60,56423.70031763663,Medium,0,,,,0,12,2026-05-11 13:35:21,0,0,0,0,0,,,,Network Drop,Failed,,0
3955,a3f8cbb6-3d84-4ea2-893b-a64545872cd6,,3,3,2026-06-06 17:46:17,20260606,4,Voicemail,0.0,0,0.0,Low,0,,,,0,5,2026-06-06 17:46:22,0,0,0,0,0,,,,Voicemail,Failed,,0
1330,4051e228-ac7d-49cc-bfe6-262b448b77f5,772,4,6,2026-04-03 10:11:50,20260403,1,No Answer,45.0,31-60,53712.018276176685,Medium,0,,,,0,10,2026-04-03 10:12:00,0,0,0,0,0,,,,Network Drop,Failed,,0
4706,06af07db-84c0-4082-82fc-66e88a1bbf1a,772,5,6,2026-05-26 13:11:06,20260526,1,Connected,42.0,31-60,28540.266060034428,Medium,1,0.5892562587071694,Neutral,0.0868474663202313,1,53,2026-05-26 13:11:59,1,0,0,0,0,,,,Transferred to Agent,Failed,9.0,1
744,c39ac389-ad64-477d-9d7e-51aaa2f6f50a,772,7,1,2026-06-08 18:33:31,20260608,1,Failed,0.0,0,0.0,Low,0,,,,0,7,2026-06-08 18:33:38,0,0,0,0,0,,,,Network Drop,Failed,,0
5432,fba666e4-9270-4f75-afc2-7887f92d1fbc,773,1,5,2026-04-28 11:17:29,20260428,1,Connected,2.0,1-30,59070.211751340525,Low,1,0.7469090307211129,Neutral,0.2717880368740537,1,55,2026-04-28 11:18:24,1,0,0,0,0,,,,Transferred to Agent,Failed,18.0,1
7258,6fddf663-ffc6-461a-b705-0ea55411a65c,773,1,5,2026-05-10 10:48:01,20260510,2,Voicemail,0.0,0,0.0,Low,0,,,,0,8,2026-05-10 10:48:09,0,0,0,0,0,,,,Voicemail,Failed,,0
3689,9236d0d5-b5bc-47ac-85d5-1cc3dd0278b2,773,3,1,2026-02-10 17:05:39,20260210,1,Connected,0.0,0,0.0,Low,1,0.3500349191398192,Negative,-0.3350034634230573,1,46,2026-02-10 17:06:25,1,1,0,0,0,,,,Transferred to Agent,Failed,15.0,1
9777,7d796e57-e8fe-48d3-b2d9-57095c6dc247,773,4,6,2026-06-15 10:55:54,20260615,1,Connected,0.0,0,0.0,Low,1,0.8524755967906049,Neutral,0.1276936685766522,0,46,2026-06-15 10:56:40,1,1,1,1,0,,,,Customer Hung Up,Completed,7.0,1
2590,c64ec3bb-e843-4f41-985c-247ad9bd8b4d,773,7,6,2026-02-19 16:35:31,20260219,1,Connected,0.0,0,0.0,Low,1,0.4591035095255895,Neutral,-0.1380495841701207,1,47,2026-02-19 16:36:18,1,0,0,0,0,,,,Transferred to Agent,Failed,3.0,1
5182,0033aff4-0ccc-4a40-b878-63857df20a8e,774,4,4,2026-06-28 08:03:03,20260628,1,Connected,0.0,0,0.0,Low,0,0.9334570872387709,Positive,0.7939909635503506,0,26,2026-06-28 08:03:29,1,1,1,1,0,,,,Customer Hung Up,Completed,11.0,1
1040,a2be6e39-54b8-4921-b141-6781fcc8b030,774,6,1,2026-01-11 10:21:21,20260111,1,Connected,38.0,31-60,30832.10896687836,Medium,0,0.822998810140691,Positive,0.3475268935346411,0,25,2026-01-11 10:21:46,1,1,1,1,0,,,,Customer Hung Up,Completed,10.0,1
2549,784dda42-34a8-4d11-b19e-bb33cd2566ef,775,1,2,2026-02-13 15:00:19,20260213,1,Connected,110.0,90+,19554.625871649165,High,1,0.5164256340017642,Neutral,0.0195300459704525,1,50,2026-02-13 15:01:09,1,0,1,0,0,,,,Transferred to Agent,Completed,1.0,1
9756,ec6cea56-4955-43c4-a608-388f9b0b1960,775,1,1,2026-02-16 11:54:25,20260216,2,Connected,0.0,0,0.0,Low,1,0.8119880068513841,Neutral,0.2906392658991018,0,67,2026-02-16 11:55:32,1,1,1,1,1,1.0,Success,1.0,Customer Hung Up,Completed,5.0,1
1595,3d0ccd36-cc24-4711-a3ef-c5e65ce141b0,,4,5,2026-03-20 11:25:05,20260320,1,Connected,91.0,90+,66242.94660659187,High,0,0.4930002873188009,Neutral,-0.0927515903783159,0,33,2026-03-20 11:25:38,1,1,1,1,0,,,,Customer Hung Up,Completed,7.0,1
9553,add35835-5d5e-481d-8c75-2fb282193e75,776,3,1,2026-06-02 08:21:33,20260602,1,Connected,0.0,0,0.0,Low,1,0.2320380271005389,Neutral,-0.0800325898423811,1,50,2026-06-02 08:22:23,1,0,0,0,0,,,,Transferred to Agent,Failed,17.0,1
6855,7c3c480d-27fb-46d1-a676-0317c9c63668,776,4,6,2026-03-08 18:51:02,20260308,1,Voicemail,4.0,1-30,51306.03269473562,Low,0,,,,0,1,2026-03-08 18:51:03,0,0,0,0,0,,,,Voicemail,Failed,,0
9937,7e7a5b1f-fb9f-4197-b772-40fdf87a127b,776,5,1,2026-03-29 15:01:59,20260329,1,Connected,0.0,0,0.0,Low,1,0.6820643092362461,Neutral,0.1114213525993192,0,92,2026-03-29 15:03:31,1,1,1,1,0,,,,Customer Hung Up,Completed,13.0,1
3583,352ea9ab-d413-4396-a1ec-5f10f0a0b7c0,777,2,6,2026-04-21 18:47:16,20260421,1,Connected,118.0,90+,47403.15254394293,High,1,0.1579802146775763,Negative,-0.612428258365066,1,82,2026-04-21 18:48:38,1,0,0,0,0,,,,Transferred to Agent,Failed,3.0,1
2594,2dd8ba4e-30bf-4d98-bc28-2ec8c9dad9dd,777,4,3,2026-05-08 15:21:55,20260508,1,Connected,0.0,0,0.0,Low,0,0.9015677738182042,Positive,0.5963001906225388,0,66,2026-05-08 15:23:01,1,1,1,1,0,,,,Customer Hung Up,Completed,5.0,1
9004,55451d6b-6714-485d-af5e-dff8beb86964,777,6,1,2026-04-06 10:29:14,20260406,1,No Answer,0.0,0,0.0,Low,0,,,,0,1,2026-04-06 10:29:15,0,0,0,0,0,,,,Network Drop,Failed,,0
6718,8db48311-fc13-4949-9094-9414e9707952,777,7,4,2026-01-20 09:04:36,20260120,1,No Answer,0.0,0,0.0,Low,0,,,,0,6,2026-01-20 09:04:42,0,0,0,0,0,,,,Network Drop,Failed,,0
6400,1f3822c5-b1ec-4b4b-8237-421cb457cb63,778,2,2,2026-04-27 18:36:49,20260427,1,Connected,88.0,61-90,73470.17385301451,High,1,0.5042803937143575,Neutral,-0.0471660034217031,1,46,2026-04-27 18:37:35,1,0,0,0,0,,,,Transferred to Agent,Failed,19.0,1
7099,745a30cd-4263-4bd2-bfcd-89349cc993a2,778,4,1,2026-04-04 09:35:27,20260404,1,Voicemail,13.0,1-30,50258.84812324365,Low,0,,,,0,14,2026-04-04 09:35:41,0,0,0,0,0,,,,Voicemail,Failed,,0
1696,7fde5609-7a58-488b-b401-922d986a52ae,778,6,6,2026-03-26 08:23:07,20260326,1,Connected,51.0,31-60,54798.5310751548,Medium,1,0.487129430206821,Neutral,-0.2963597475759973,1,59,2026-03-26 08:24:06,1,1,0,0,0,,,,Transferred to Agent,Failed,4.0,1
4989,7b987556-0a4e-4206-a806-6515ccfa6049,778,6,5,2026-06-26 16:22:44,20260626,2,No Answer,14.0,1-30,42677.96539744845,Low,0,,,,0,7,2026-06-26 16:22:51,0,0,0,0,0,,,,Network Drop,Failed,,0
7087,4e1569a2-5eeb-40b0-9d8d-a9ab40fd6651,778,7,4,2026-04-26 15:50:32,20260426,1,Connected,0.0,0,0.0,Low,1,0.8968634902931114,Positive,0.4253344314103181,0,95,2026-04-26 15:52:07,1,1,1,1,0,,,,Customer Hung Up,Completed,18.0,1
2487,b686c2a5-e997-45b7-a8a5-e1757040bd87,779,3,3,2026-05-01 11:47:52,20260501,1,No Answer,0.0,0,0.0,Low,0,,,,0,3,2026-05-01 11:47:55,0,0,0,0,0,,,,Network Drop,Failed,,0
1818,1ce5b063-c42c-40ed-b31b-076cef077d7d,780,1,4,2026-03-31 18:48:55,20260331,1,No Answer,0.0,0,0.0,Low,0,,,,0,14,2026-03-31 18:49:09,0,0,0,0,0,,,,Network Drop,Failed,,0
330,a65bce34-140d-4c6e-9b14-e48f50fbb1ec,780,2,2,2026-02-23 12:53:33,20260223,1,Connected,0.0,0,0.0,Low,0,0.8230034534364529,Positive,0.3974755917184171,0,35,2026-02-23 12:54:08,1,1,1,1,1,1.0,Success,1.0,Customer Hung Up,Completed,19.0,1
6453,42fb821f-0066-4e70-b33e-24118c19efe1,780,2,1,2026-06-26 13:04:43,20260626,2,Connected,117.0,90+,32491.49548951728,High,1,0.3486785726897289,Negative,-0.3199502850067734,1,31,2026-06-26 13:05:14,1,0,0,0,1,29587.09,Failed,,Transferred to Agent,Failed,13.0,1
8677,255d732f-8d08-4fc3-ad5e-cbc1cb46d343,780,6,1,2026-05-16 10:26:47,20260516,1,Connected,0.0,0,0.0,Low,1,0.6722894588147175,Neutral,-0.0255250394991307,0,34,2026-05-16 10:27:21,1,0,0,0,0,,,,System Error,Failed,12.0,1
